minTemp,maxTemp,minHumid,maxHumid,currentTemp,currentHumid,currentMonth,goalTemp,goalHumid,userDecision
20,25,35,50,24.5,50.0,6,0,0,0
18,27,40,50,46.9,55.4,5,22,45,1
20,25,30,50,5.6,26.5,12,22,40,1
20,26,25,40,23.6,37.8,9,0,0,1
20,26,30,45,-13.9,49.5,10,23,37,1
20,26,25,50,11.1,57.8,11,23,37,1
20,26,25,40,22.7,38.2,9,0,0,0
20,26,30,45,11.0,30.8,10,23,37,1
20,26,30,45,8.3,23.2,10,23,37,1
18,27,40,50,21.4,44.2,5,0,0,1
18,27,40,50,29.4,53.5,5,22,45,1
23,26,30,50,8.1,57.9,2,24,40,1
20,26,25,40,25.0,25.5,9,0,0,1
18,27,40,50,53.3,51.1,5,22,45,1
23,26,30,50,18.0,48.7,2,24,40,1
20,26,25,45,24.6,27.1,7,0,0,1
20,26,25,40,6.6,46.5,9,23,32,1
19,26,30,40,29.2,21.1,8,22,35,1
20,26,30,50,21.8,33.3,3,0,0,1
20,25,35,50,35.3,33.7,6,22,42,1
18,27,40,50,33.9,36.5,5,22,45,1
20,26,25,50,22.1,45.9,11,0,0,0
23,26,30,50,17.8,26.5,2,24,40,1
20,26,25,45,17.9,9.9,7,23,35,1
19,26,30,50,23.4,31.4,4,0,0,0
19,26,30,50,30.4,63.0,4,22,40,1
19,26,30,50,18.0,65.5,4,22,40,1
20,25,30,50,21.4,30.5,12,0,0,0
19,26,30,40,32.7,39.7,8,22,35,1
20,26,25,45,26.6,6.9,7,23,35,1
20,26,25,40,24.3,26.8,9,0,0,0
20,26,30,45,16.9,21.6,10,23,37,1
19,26,30,40,23.9,48.3,8,22,35,1
18,27,40,50,22.9,47.9,5,0,0,1
24,27,30,50,-9.9,55.4,1,25,40,1
20,26,25,45,32.1,11.5,7,23,35,1
19,26,30,40,22.6,30.4,8,0,0,1
20,26,25,45,30.8,53.4,7,23,35,1
19,26,30,50,16.3,11.4,4,22,40,1
24,27,30,50,26.2,45.4,1,0,0,1
19,26,30,40,48.0,43.2,8,22,35,1
24,27,30,50,22.3,23.7,1,25,40,1
18,27,40,50,23.7,47.3,5,0,0,1
20,26,30,50,14.5,35.6,3,23,40,1
18,27,40,50,20.5,68.4,5,22,45,1
19,26,30,40,19.6,32.6,8,0,0,1
19,26,30,50,45.7,46.6,4,22,40,1
20,26,30,45,11.8,25.4,10,23,37,1
20,26,25,45,25.3,34.2,7,0,0,1
20,25,30,50,11.6,51.6,12,22,40,1
23,26,30,50,19.6,47.1,2,24,40,1
24,27,30,50,24.1,40.2,1,0,0,0
20,26,25,45,36.5,40.1,7,23,35,1
18,27,40,50,33.7,30.0,5,22,45,1
20,26,25,45,20.3,28.4,7,0,0,0
24,27,30,50,-4.5,57.8,1,25,40,1
23,26,30,50,23.5,25.9,2,24,40,1
20,25,35,50,23.8,48.8,6,0,0,0
18,27,40,50,39.0,56.8,5,22,45,1
24,27,30,50,27.9,28.1,1,25,40,1
24,27,30,50,26.2,31.4,1,0,0,1
19,26,30,40,31.3,37.6,8,22,35,1
20,26,25,50,15.9,55.2,11,23,37,1
20,26,30,50,22.0,44.5,3,0,0,0
20,25,35,50,37.5,50.0,6,22,42,1
20,26,25,45,32.0,50.5,7,23,35,1
20,26,25,40,23.4,25.3,9,0,0,0
20,25,35,50,50.6,57.7,6,22,42,1
19,26,30,40,32.3,9.4,8,22,35,1
20,26,30,45,22.1,37.3,10,0,0,0
18,27,40,50,44.8,52.3,5,22,45,1
20,26,25,45,25.4,-2.7,7,23,35,1
20,25,35,50,23.5,45.4,6,0,0,0
19,26,30,40,28.6,49.1,8,22,35,1
20,26,25,45,29.5,48.6,7,23,35,1
20,26,30,45,20.2,44.6,10,0,0,0
18,27,40,50,53.9,66.2,5,22,45,1
20,26,30,45,23.4,45.9,10,23,37,1
20,25,30,50,22.8,30.0,12,0,0,1
20,26,25,50,7.7,57.6,11,23,37,1
20,26,30,50,9.5,32.0,3,23,40,1
24,27,30,50,24.7,48.9,1,0,0,0
19,26,30,40,52.5,41.1,8,22,35,1
20,26,25,40,16.0,20.2,9,23,32,1
19,26,30,40,19.6,36.9,8,0,0,1
19,26,30,40,44.3,52.2,8,22,35,1
24,27,30,50,18.8,46.6,1,25,40,1
23,26,30,50,23.0,44.4,2,0,0,1
20,26,25,40,-12.1,42.6,9,23,32,1
20,26,25,50,19.7,54.9,11,23,37,1
23,26,30,50,23.8,35.4,2,0,0,0
20,26,25,40,6.5,40.1,9,23,32,1
18,27,40,50,36.6,34.6,5,22,45,1
20,25,30,50,24.0,34.2,12,0,0,1
20,26,30,50,9.1,52.0,3,23,40,1
19,26,30,40,34.8,46.8,8,22,35,1
23,26,30,50,23.8,41.9,2,0,0,1
20,26,30,50,-6.5,52.3,3,23,40,1
20,25,30,50,23.4,34.9,12,22,40,1
24,27,30,50,25.6,48.7,1,0,0,1
20,26,30,50,0.8,59.9,3,23,40,1
20,26,25,40,6.6,23.8,9,23,32,1
20,25,30,50,20.1,35.4,12,0,0,1
20,26,30,45,-2.3,33.7,10,23,37,1
24,27,30,50,21.8,20.8,1,25,40,1
19,26,30,50,22.4,38.6,4,0,0,0
19,26,30,50,48.9,67.1,4,22,40,1
20,25,35,50,27.0,51.4,6,22,42,1
18,27,40,50,25.8,46.8,5,0,0,0
20,26,30,50,10.6,55.9,3,23,40,1
20,26,30,50,16.6,58.7,3,23,40,1
20,25,35,50,22.5,35.6,6,0,0,0
23,26,30,50,-11.8,67.8,2,24,40,1
20,25,30,50,22.1,21.8,12,22,40,1
20,26,30,45,22.3,32.2,10,0,0,1
23,26,30,50,-10.2,53.4,2,24,40,1
19,26,30,50,16.5,8.3,4,22,40,1
20,26,25,50,22.1,33.4,11,0,0,1
20,26,25,50,-3.9,52.2,11,23,37,1
20,26,30,50,23.3,50.3,3,23,40,1
20,26,25,50,25.4,25.6,11,0,0,0
20,25,35,50,31.5,66.3,6,22,42,1
23,26,30,50,15.9,59.6,2,24,40,1
19,26,30,50,24.9,49.2,4,0,0,0
20,26,30,50,10.3,57.8,3,23,40,1
20,26,30,50,5.6,50.0,3,23,40,1
20,26,30,45,22.4,35.8,10,0,0,1
20,25,30,50,10.3,55.5,12,22,40,1
20,26,30,45,23.6,30.0,10,23,37,1
24,27,30,50,24.5,31.8,1,0,0,1
20,26,25,50,-11.7,52.6,11,23,37,1
18,27,40,50,26.8,62.3,5,22,45,1
23,26,30,50,24.4,30.9,2,0,0,1
20,26,25,50,14.8,52.6,11,23,37,1
19,26,30,40,17.8,41.3,8,22,35,1
20,26,25,40,24.8,30.6,9,0,0,0
20,26,25,40,10.2,49.7,9,23,32,1
20,25,30,50,23.9,23.7,12,22,40,1
19,26,30,40,24.3,32.4,8,0,0,1
23,26,30,50,4.6,59.7,2,24,40,1
20,26,25,40,6.5,43.0,9,23,32,1
24,27,30,50,24.4,33.7,1,0,0,1
24,27,30,50,-2.5,52.0,1,25,40,1
20,25,35,50,29.2,51.8,6,22,42,1
20,26,25,45,24.7,41.6,7,0,0,0
24,27,30,50,8.1,55.1,1,25,40,1
20,26,30,50,24.8,21.5,3,23,40,1
23,26,30,50,23.4,44.2,2,0,0,0
23,26,30,50,16.6,57.6,2,24,40,1
20,26,25,45,33.3,56.6,7,23,35,1
19,26,30,40,23.4,31.1,8,0,0,0
20,25,30,50,-1.8,51.3,12,22,40,1
20,26,25,50,10.0,16.1,11,23,37,1
20,26,25,50,22.6,41.3,11,0,0,1
23,26,30,50,-7.7,67.5,2,24,40,1
20,26,30,45,14.7,54.5,10,23,37,1
19,26,30,50,19.4,30.5,4,0,0,0
23,26,30,50,-0.0,59.2,2,24,40,1
18,27,40,50,35.7,67.3,5,22,45,1
20,25,30,50,24.1,33.1,12,0,0,0
20,25,35,50,47.1,26.0,6,22,42,1
20,26,25,45,29.3,2.5,7,23,35,1
20,26,25,40,20.7,37.3,9,0,0,1
18,27,40,50,40.2,51.2,5,22,45,1
19,26,30,50,27.4,53.3,4,22,40,1
19,26,30,40,22.8,31.0,8,0,0,0
20,26,25,45,36.4,50.0,7,23,35,1
20,26,25,40,9.1,25.3,9,23,32,1
20,26,25,40,21.0,40.0,9,0,0,0
18,27,40,50,44.7,78.3,5,22,45,1
20,25,30,50,15.4,33.8,12,22,40,1
20,26,25,45,21.7,40.0,7,0,0,0
20,26,25,45,23.4,29.7,7,23,35,1
20,25,30,50,11.5,45.7,12,22,40,1
20,26,30,50,25.2,38.0,3,0,0,0
20,26,25,45,28.5,42.9,7,23,35,1
20,26,30,45,9.5,54.9,10,23,37,1
24,27,30,50,26.6,32.8,1,0,0,1
20,25,35,50,36.2,74.1,6,22,42,1
20,25,30,50,16.5,23.7,12,22,40,1
20,26,25,40,23.8,37.2,9,0,0,0
18,27,40,50,47.0,47.8,5,22,45,1
20,26,25,40,13.3,29.8,9,23,32,1
19,26,30,40,21.6,30.8,8,0,0,1
20,26,25,45,46.7,61.9,7,23,35,1
20,25,30,50,24.8,28.9,12,22,40,1
23,26,30,50,24.4,31.2,2,0,0,0
20,26,25,45,41.7,73.6,7,23,35,1
19,26,30,50,22.2,69.9,4,22,40,1
20,26,25,45,20.1,32.8,7,0,0,1
23,26,30,50,-6.2,54.1,2,24,40,1
24,27,30,50,20.0,20.3,1,25,40,1
18,27,40,50,20.6,41.4,5,0,0,0
24,27,30,50,14.7,43.7,1,25,40,1
23,26,30,50,24.9,50.3,2,24,40,1
20,25,30,50,22.8,49.9,12,0,0,0
19,26,30,40,44.5,43.1,8,22,35,1
19,26,30,40,16.0,24.0,8,22,35,1
20,26,25,50,23.6,43.8,11,0,0,0
18,27,40,50,47.2,55.0,5,22,45,1
23,26,30,50,8.9,55.1,2,24,40,1
20,25,30,50,23.2,44.8,12,0,0,1
20,26,25,50,-12.5,50.7,11,23,37,1
20,26,25,40,24.6,43.9,9,23,32,1
24,27,30,50,24.2,49.8,1,0,0,0
20,26,25,45,40.5,25.9,7,23,35,1
19,26,30,40,19.5,59.9,8,22,35,1
20,26,30,50,21.1,38.8,3,0,0,0
20,26,25,45,31.5,61.2,7,23,35,1
20,26,25,45,21.8,47.0,7,23,35,1
20,26,30,50,25.9,31.7,3,0,0,1
20,25,30,50,0.6,57.4,12,22,40,1
20,26,25,50,5.8,16.0,11,23,37,1
20,26,25,40,25.5,27.0,9,0,0,0
20,26,25,50,-4.5,29.7,11,23,37,1
23,26,30,50,9.7,33.3,2,24,40,1
23,26,30,50,24.4,39.4,2,0,0,0
20,26,30,50,-14.9,52.8,3,23,40,1
19,26,30,40,31.3,52.9,8,22,35,1
20,25,30,50,23.5,32.1,12,0,0,1
20,26,30,50,-10.4,37.2,3,23,40,1
19,26,30,50,19.5,50.6,4,22,40,1
23,26,30,50,24.3,31.9,2,0,0,1
18,27,40,50,35.7,74.7,5,22,45,1
24,27,30,50,28.8,51.1,1,25,40,1
19,26,30,50,25.0,30.9,4,0,0,0
20,26,25,40,1.8,48.9,9,23,32,1
19,26,30,40,33.7,49.7,8,22,35,1
20,26,30,50,24.5,33.3,3,0,0,0
20,25,30,50,-12.1,56.3,12,22,40,1
19,26,30,40,31.7,6.5,8,22,35,1
20,26,25,45,25.4,34.9,7,0,0,1
24,27,30,50,7.7,45.0,1,25,40,1
20,26,30,50,12.3,49.9,3,23,40,1
20,26,25,40,25.1,37.8,9,0,0,1
20,26,25,40,-12.1,42.5,9,23,32,1
19,26,30,50,19.2,59.7,4,22,40,1
19,26,30,50,22.9,37.8,4,0,0,0
24,27,30,50,1.8,50.3,1,25,40,1
20,26,30,45,11.7,20.4,10,23,37,1
23,26,30,50,23.6,47.5,2,0,0,0
18,27,40,50,38.9,46.1,5,22,45,1
20,26,30,45,9.6,23.6,10,23,37,1
20,26,30,50,25.9,46.8,3,0,0,0
18,27,40,50,53.1,64.0,5,22,45,1
19,26,30,40,29.7,22.1,8,22,35,1
19,26,30,40,24.2,36.9,8,0,0,1
20,26,25,45,46.2,56.9,7,23,35,1
20,26,25,45,34.1,8.7,7,23,35,1
20,26,25,50,22.3,40.3,11,0,0,0
19,26,30,50,37.8,76.0,4,22,40,1
20,26,25,40,22.7,47.8,9,23,32,1
20,25,30,50,23.3,42.9,12,0,0,0
24,27,30,50,-5.3,54.1,1,25,40,1
20,25,30,50,21.0,57.3,12,22,40,1
20,26,30,45,21.2,44.9,10,0,0,0
24,27,30,50,3.9,58.3,1,25,40,1
18,27,40,50,29.5,55.7,5,22,45,1
20,25,35,50,20.8,35.4,6,0,0,0
20,26,25,45,40.3,33.9,7,23,35,1
19,26,30,40,21.5,22.9,8,22,35,1
20,26,30,50,21.7,46.5,3,0,0,0
20,26,30,50,-8.6,50.2,3,23,40,1
19,26,30,40,25.7,29.6,8,22,35,1
20,26,30,50,21.8,40.9,3,0,0,1
24,27,30,50,10.1,55.2,1,25,40,1
18,27,40,50,22.4,67.4,5,22,45,1
20,26,30,50,24.2,39.9,3,0,0,0
20,26,30,45,9.9,45.1,10,23,37,1
20,26,25,50,11.1,58.8,11,23,37,1
20,26,30,50,20.9,44.8,3,0,0,1
23,26,30,50,-4.5,52.0,2,24,40,1
18,27,40,50,21.9,55.8,5,22,45,1
24,27,30,50,25.4,31.1,1,0,0,0
19,26,30,50,47.7,52.8,4,22,40,1
19,26,30,40,16.6,50.1,8,22,35,1
20,26,30,45,22.2,36.3,10,0,0,0
20,25,30,50,-5.4,51.1,12,22,40,1
19,26,30,40,35.7,28.1,8,22,35,1
18,27,40,50,25.9,47.5,5,0,0,1
24,27,30,50,6.9,57.4,1,25,40,1
19,26,30,50,35.7,7.4,4,22,40,1
20,26,30,50,21.7,32.7,3,0,0,0
20,26,25,50,-8.0,51.6,11,23,37,1
20,26,30,50,5.9,26.7,3,23,40,1
19,26,30,40,24.4,31.7,8,0,0,0
20,26,30,45,1.4,60.6,10,23,37,1
20,25,30,50,7.3,48.2,12,22,40,1
20,26,25,50,25.7,36.4,11,0,0,0
20,25,35,50,39.4,74.8,6,22,42,1
20,26,30,45,12.8,33.2,10,23,37,1
20,26,25,45,25.2,33.6,7,0,0,1
20,26,25,50,0.2,29.6,11,23,37,1
20,26,30,45,24.2,24.3,10,23,37,1
20,25,35,50,24.9,44.6,6,0,0,0
20,26,25,40,3.4,40.9,9,23,32,1
20,25,30,50,21.9,34.9,12,22,40,1
24,27,30,50,24.8,31.9,1,0,0,0
20,25,35,50,43.1,34.8,6,22,42,1
20,26,25,50,5.9,29.7,11,23,37,1
20,26,30,50,24.3,33.4,3,0,0,0
23,26,30,50,1.0,50.7,2,24,40,1
19,26,30,40,16.9,59.9,8,22,35,1
20,26,30,45,20.3,34.2,10,0,0,1
20,26,30,50,-13.8,44.8,3,23,40,1
23,26,30,50,20.8,27.6,2,24,40,1
20,26,30,50,24.9,38.8,3,0,0,0
20,26,25,45,39.5,63.4,7,23,35,1
20,25,35,50,17.4,51.1,6,22,42,1
23,26,30,50,25.3,37.8,2,0,0,0
19,26,30,50,38.7,78.2,4,22,40,1
24,27,30,50,24.6,52.9,1,25,40,1
19,26,30,50,20.5,37.5,4,0,0,1
24,27,30,50,6.3,57.9,1,25,40,1
18,27,40,50,25.9,62.8,5,22,45,1
19,26,30,50,24.5,48.5,4,0,0,0
20,26,25,40,14.9,32.1,9,23,32,1
20,26,25,50,5.5,57.6,11,23,37,1
20,26,25,40,23.2,25.0,9,0,0,0
20,26,30,45,12.8,46.3,10,23,37,1
23,26,30,50,18.7,30.1,2,24,40,1
20,26,30,50,25.7,47.3,3,0,0,0
23,26,30,50,0.4,57.5,2,24,40,1
23,26,30,50,11.2,50.5,2,24,40,1
20,26,25,50,22.3,42.8,11,0,0,0
19,26,30,50,26.3,57.1,4,22,40,1
18,27,40,50,20.3,54.7,5,22,45,1
20,25,35,50,22.1,46.6,6,0,0,1
19,26,30,50,42.4,59.3,4,22,40,1
19,26,30,50,24.7,4.6,4,22,40,1
20,26,25,45,25.7,30.9,7,0,0,1
18,27,40,50,43.7,55.3,5,22,45,1
23,26,30,50,27.5,31.8,2,24,40,1
18,27,40,50,22.3,49.7,5,0,0,0
19,26,30,50,39.5,51.1,4,22,40,1
20,26,30,45,24.0,44.2,10,23,37,1
18,27,40,50,25.6,46.0,5,0,0,1
20,26,25,50,14.6,54.8,11,23,37,1
23,26,30,50,24.2,23.1,2,24,40,1
20,26,25,45,25.3,28.7,7,0,0,0
20,26,30,45,15.6,50.1,10,23,37,1
20,26,30,50,19.5,54.1,3,23,40,1
24,27,30,50,26.8,41.5,1,0,0,0
20,26,25,45,35.3,48.6,7,23,35,1
20,25,35,50,23.5,54.5,6,22,42,1
23,26,30,50,23.5,43.4,2,0,0,0
20,26,30,50,-10.2,51.1,3,23,40,1
20,26,25,45,32.0,56.0,7,23,35,1
20,26,25,50,24.2,42.0,11,0,0,0
20,26,25,40,-9.6,27.3,9,23,32,1
20,25,35,50,25.2,32.3,6,22,42,1
19,26,30,50,19.4,38.5,4,0,0,0
20,25,30,50,-5.6,27.0,12,22,40,1
24,27,30,50,24.7,45.3,1,25,40,1
19,26,30,50,22.5,44.0,4,0,0,1
24,27,30,50,20.3,55.1,1,25,40,1
19,26,30,40,23.3,24.3,8,22,35,1
20,26,25,50,25.1,32.6,11,0,0,0
20,26,30,50,10.7,58.0,3,23,40,1
18,27,40,50,18.3,59.0,5,22,45,1
20,26,25,50,23.8,41.9,11,0,0,0
20,26,30,45,-0.9,52.8,10,23,37,1
24,27,30,50,24.2,48.1,1,25,40,1
20,26,30,50,21.2,49.5,3,0,0,1
20,26,30,50,6.7,40.8,3,23,40,1
20,26,25,45,35.0,2.2,7,23,35,1
18,27,40,50,18.6,42.6,5,0,0,1
20,26,30,50,15.4,51.0,3,23,40,1
20,26,30,45,12.5,54.3,10,23,37,1
20,26,25,50,24.6,41.7,11,0,0,1
20,26,30,45,-13.0,61.1,10,23,37,1
23,26,30,50,25.3,59.1,2,24,40,1
18,27,40,50,22.8,47.6,5,0,0,1
23,26,30,50,-1.2,54.2,2,24,40,1
19,26,30,40,19.7,50.7,8,22,35,1
20,26,30,50,20.7,35.7,3,0,0,0
24,27,30,50,-8.6,59.4,1,25,40,1
18,27,40,50,33.1,22.7,5,22,45,1
20,26,25,40,22.7,38.5,9,0,0,1
20,26,30,45,8.1,52.3,10,23,37,1
20,26,25,45,20.4,7.8,7,23,35,1
20,26,25,50,24.9,34.0,11,0,0,0
20,26,25,40,11.8,20.2,9,23,32,1
20,25,30,50,6.3,59.5,12,22,40,1
20,25,30,50,20.9,43.3,12,0,0,0
20,25,35,50,41.7,52.2,6,22,42,1
20,26,25,50,15.6,21.6,11,23,37,1
20,26,25,40,23.2,38.0,9,0,0,0
20,26,30,50,6.1,57.5,3,23,40,1
24,27,30,50,26.6,57.3,1,25,40,1
20,25,30,50,23.4,35.2,12,0,0,0
20,25,35,50,44.7,67.6,6,22,42,1
20,25,35,50,31.5,65.7,6,22,42,1
20,25,30,50,21.0,36.0,12,0,0,1
23,26,30,50,10.8,59.1,2,24,40,1
18,27,40,50,17.2,62.6,5,22,45,1
20,26,25,45,22.4,40.0,7,0,0,0
18,27,40,50,36.6,47.7,5,22,45,1
20,26,30,45,14.4,28.3,10,23,37,1
18,27,40,50,26.3,44.3,5,0,0,0
23,26,30,50,2.9,59.0,2,24,40,1
20,26,25,40,15.3,28.9,9,23,32,1
23,26,30,50,23.2,32.5,2,0,0,0
23,26,30,50,3.5,53.9,2,24,40,1
20,26,25,50,15.3,29.2,11,23,37,1
20,25,30,50,20.9,49.2,12,0,0,0
18,27,40,50,47.2,49.2,5,22,45,1
19,26,30,40,18.8,54.3,8,22,35,1
18,27,40,50,21.9,44.6,5,0,0,1
20,26,25,50,5.6,51.8,11,23,37,1
20,26,25,50,7.2,50.4,11,23,37,1
18,27,40,50,25.4,43.2,5,0,0,0
20,26,30,50,3.8,52.7,3,23,40,1
18,27,40,50,28.8,65.6,5,22,45,1
24,27,30,50,26.3,33.6,1,0,0,1
19,26,30,50,44.6,66.9,4,22,40,1
20,26,30,50,11.8,46.2,3,23,40,1
20,25,35,50,25.0,47.5,6,0,0,0
19,26,30,40,34.1,46.9,8,22,35,1
19,26,30,40,36.0,12.0,8,22,35,1
19,26,30,50,20.2,48.6,4,0,0,0
18,27,40,50,36.0,34.8,5,22,45,1
20,26,30,50,8.4,56.5,3,23,40,1
24,27,30,50,25.0,49.5,1,0,0,0
20,26,25,40,9.2,47.5,9,23,32,1
20,25,30,50,19.4,33.9,12,22,40,1
19,26,30,40,23.0,33.5,8,0,0,1
20,25,35,50,47.0,66.1,6,22,42,1
23,26,30,50,16.3,34.2,2,24,40,1
20,26,25,40,21.8,30.4,9,0,0,0
19,26,30,40,24.6,45.5,8,22,35,1
20,26,30,45,16.0,25.3,10,23,37,1
23,26,30,50,24.8,43.4,2,0,0,0
19,26,30,40,41.4,44.2,8,22,35,1
19,26,30,50,19.9,12.4,4,22,40,1
18,27,40,50,22.3,48.8,5,0,0,1
24,27,30,50,20.4,53.1,1,25,40,1
19,26,30,40,31.8,29.6,8,22,35,1
20,26,30,50,22.1,30.2,3,0,0,0
20,26,30,45,-0.1,50.1,10,23,37,1
20,25,30,50,16.1,55.5,12,22,40,1
20,25,30,50,21.6,36.6,12,0,0,0
20,26,25,50,1.5,58.7,11,23,37,1
20,26,25,40,15.4,15.2,9,23,32,1
20,26,25,40,23.8,38.4,9,0,0,0
19,26,30,40,31.9,44.5,8,22,35,1
20,25,35,50,29.4,31.9,6,22,42,1
20,25,35,50,21.9,37.5,6,0,0,0
20,26,25,45,41.1,29.9,7,23,35,1
19,26,30,50,28.9,68.2,4,22,40,1
20,26,30,50,24.0,48.0,3,0,0,0
19,26,30,50,52.9,73.6,4,22,40,1
24,27,30,50,28.1,56.3,1,25,40,1
20,25,30,50,24.8,41.6,12,0,0,0
20,25,30,50,12.8,63.8,12,22,40,1
20,25,35,50,34.0,68.4,6,22,42,1
20,26,30,50,23.0,38.9,3,0,0,0
20,26,25,50,13.6,50.8,11,23,37,1
24,27,30,50,24.7,59.8,1,25,40,1
20,26,30,45,25.2,31.9,10,0,0,0
20,26,30,45,-1.8,49.0,10,23,37,1
19,26,30,40,18.8,59.2,8,22,35,1
20,25,35,50,22.0,40.1,6,0,0,0
24,27,30,50,-10.2,51.7,1,25,40,1
23,26,30,50,11.9,31.2,2,24,40,1
19,26,30,50,21.6,36.5,4,0,0,0
20,26,25,50,10.1,57.6,11,23,37,1
20,25,30,50,19.1,26.0,12,22,40,1
19,26,30,40,21.8,30.2,8,0,0,0
20,26,30,45,16.8,53.1,10,23,37,1
20,26,25,50,22.2,21.6,11,23,37,1
20,26,30,50,22.3,32.1,3,0,0,0
24,27,30,50,4.9,52.9,1,25,40,1
20,26,25,50,6.0,26.8,11,23,37,1
19,26,30,40,19.7,36.8,8,0,0,0
20,26,25,40,-5.7,46.2,9,23,32,1
20,26,30,50,23.5,50.3,3,23,40,1
20,26,30,45,23.7,33.3,10,0,0,0
19,26,30,50,25.1,24.2,4,22,40,1
19,26,30,50,30.4,68.3,4,22,40,1
18,27,40,50,22.6,40.1,5,0,0,1
20,26,25,50,-8.5,59.0,11,23,37,1
20,26,25,40,22.2,21.9,9,23,32,1
24,27,30,50,25.6,33.4,1,0,0,0
20,25,30,50,-3.4,22.0,12,22,40,1
20,25,30,50,23.1,24.0,12,22,40,1
19,26,30,50,25.6,35.1,4,0,0,0
20,26,25,45,27.1,50.7,7,23,35,1
20,25,35,50,23.6,54.1,6,22,42,1
20,26,30,50,24.3,49.5,3,0,0,0
20,25,30,50,2.6,58.5,12,22,40,1
20,26,25,45,31.7,23.4,7,23,35,1
20,26,25,40,22.6,31.3,9,0,0,0
18,27,40,50,29.8,59.2,5,22,45,1
19,26,30,50,21.2,65.7,4,22,40,1
20,26,30,45,24.4,37.2,10,0,0,1
20,25,35,50,42.4,66.3,6,22,42,1
20,26,30,45,14.4,30.2,10,23,37,1
20,26,25,50,23.8,29.6,11,0,0,0
20,26,30,45,5.2,48.5,10,23,37,1
20,25,30,50,17.5,29.4,12,22,40,1
20,26,30,45,21.1,32.3,10,0,0,0
20,26,30,45,1.6,47.7,10,23,37,1
20,26,25,45,18.1,55.1,7,23,35,1
20,26,25,50,23.6,28.4,11,0,0,0
20,26,30,50,-5.6,59.7,3,23,40,1
20,26,30,50,20.4,30.6,3,23,40,1
20,25,35,50,21.5,41.8,6,0,0,0
20,26,25,40,10.7,46.1,9,23,32,1
24,27,30,50,14.8,32.1,1,25,40,1
19,26,30,40,19.9,34.8,8,0,0,0
18,27,40,50,31.1,62.8,5,22,45,1
20,25,30,50,15.1,58.2,12,22,40,1
23,26,30,50,24.2,42.3,2,0,0,1
20,26,25,40,12.1,49.4,9,23,32,1
18,27,40,50,19.0,58.6,5,22,45,1
20,26,25,50,22.4,45.7,11,0,0,0
20,26,30,45,4.5,35.8,10,23,37,1
23,26,30,50,8.9,31.0,2,24,40,1
20,25,35,50,20.2,43.8,6,0,0,0
20,26,25,40,5.4,48.8,9,23,32,1
19,26,30,50,21.4,57.6,4,22,40,1
19,26,30,40,23.5,30.8,8,0,0,1
20,26,25,45,44.4,18.3,7,23,35,1
18,27,40,50,33.2,34.3,5,22,45,1
20,26,25,40,23.0,38.7,9,0,0,0
20,25,35,50,32.1,72.2,6,22,42,1
20,26,25,45,16.0,19.7,7,23,35,1
20,26,25,50,22.6,42.9,11,0,0,0
20,26,25,40,-4.9,44.5,9,23,32,1
20,26,25,40,19.7,38.3,9,23,32,1
20,25,35,50,24.6,45.4,6,0,0,1
19,26,30,50,51.4,20.8,4,22,40,1
19,26,30,40,17.2,9.2,8,22,35,1
20,26,25,45,23.7,26.1,7,0,0,0
24,27,30,50,9.5,55.9,1,25,40,1
20,26,25,50,13.2,25.3,11,23,37,1
20,26,25,50,24.8,38.0,11,0,0,1
20,26,25,45,50.5,67.4,7,23,35,1
20,26,25,45,27.3,46.9,7,23,35,1
20,26,25,50,22.2,38.4,11,0,0,1
20,26,30,45,0.3,55.1,10,23,37,1
20,25,30,50,23.9,30.9,12,22,40,1
19,26,30,40,19.2,36.5,8,0,0,0
20,26,25,50,10.3,56.3,11,23,37,1
20,25,30,50,15.6,50.7,12,22,40,1
19,26,30,50,20.1,44.2,4,0,0,0
20,26,25,50,16.4,58.5,11,23,37,1
24,27,30,50,18.2,31.4,1,25,40,1
20,26,30,45,25.4,43.2,10,0,0,0
19,26,30,50,50.4,39.4,4,22,40,1
20,26,25,45,26.3,56.3,7,23,35,1
19,26,30,50,24.0,37.6,4,0,0,0
19,26,30,40,26.4,52.5,8,22,35,1
20,25,30,50,23.1,23.8,12,22,40,1
20,26,25,45,23.2,39.2,7,0,0,0
19,26,30,40,52.3,55.6,8,22,35,1
20,25,35,50,30.8,51.8,6,22,42,1
20,26,25,45,23.7,41.6,7,0,0,0
20,26,25,40,6.5,53.4,9,23,32,1
19,26,30,50,16.3,1.9,4,22,40,1
19,26,30,40,25.1,39.0,8,0,0,0
20,26,30,50,-4.8,53.9,3,23,40,1
19,26,30,50,19.5,27.6,4,22,40,1
20,26,25,45,25.6,39.7,7,0,0,0
19,26,30,50,46.5,62.3,4,22,40,1
20,26,25,45,19.7,5.3,7,23,35,1
20,25,30,50,24.9,49.4,12,0,0,1
20,26,25,45,37.2,36.7,7,23,35,1
20,25,30,50,24.3,29.5,12,22,40,1
19,26,30,50,22.0,40.8,4,0,0,0
20,25,35,50,28.4,58.3,6,22,42,1
23,26,30,50,19.0,51.2,2,24,40,1
23,26,30,50,24.5,47.9,2,0,0,0
20,25,30,50,-10.5,51.7,12,22,40,1
20,25,30,50,23.9,51.8,12,22,40,1
20,26,25,45,22.8,38.9,7,0,0,1
24,27,30,50,-4.1,54.4,1,25,40,1
19,26,30,50,29.8,64.2,4,22,40,1
